sep=;
country_or_region;year;variable;share_of_generation_pct
World;2005;Nuclear;15.14
World;2006;Nuclear;14.75
World;2007;Nuclear;13.79
World;2008;Nuclear;13.52
World;2009;Nuclear;13.41
World;2010;Nuclear;12.89
World;2011;Nuclear;11.93
World;2012;Nuclear;10.9
World;2013;Nuclear;10.66
World;2014;Nuclear;10.61
World;2015;Nuclear;10.63
World;2016;Nuclear;10.48
World;2017;Nuclear;10.26
World;2018;Nuclear;10.15
World;2019;Nuclear;10.38
World;2020;Nuclear;10.14
World;2021;Nuclear;9.97
Yemen;2000;Nuclear;0
Yemen;2001;Nuclear;0
Yemen;2002;Nuclear;0
Yemen;2003;Nuclear;0
Yemen;2004;Nuclear;0
Yemen;2005;Nuclear;0
Yemen;2006;Nuclear;0
Yemen;2007;Nuclear;0
Yemen;2008;Nuclear;0
Yemen;2009;Nuclear;0
Yemen;2010;Nuclear;0
Yemen;2011;Nuclear;0
Yemen;2012;Nuclear;0
Yemen;2013;Nuclear;0
Yemen;2014;Nuclear;0
Yemen;2015;Nuclear;0
Yemen;2016;Nuclear;0
Yemen;2017;Nuclear;0
Yemen;2018;Nuclear;0
Yemen;2019;Nuclear;0
Yemen;2020;Nuclear;0
Zambia;2000;Nuclear;0
Zambia;2001;Nuclear;0
Zambia;2002;Nuclear;0
Zambia;2003;Nuclear;0
Zambia;2004;Nuclear;0
Zambia;2005;Nuclear;0
Zambia;2006;Nuclear;0
Zambia;2007;Nuclear;0
Zambia;2008;Nuclear;0
Zambia;2009;Nuclear;0
Zambia;2010;Nuclear;0
Zambia;2011;Nuclear;0
Zambia;2012;Nuclear;0
Zambia;2013;Nuclear;0
Zambia;2014;Nuclear;0
Zambia;2015;Nuclear;0
Zambia;2016;Nuclear;0
Zambia;2017;Nuclear;0
Zambia;2018;Nuclear;0
Zambia;2019;Nuclear;0
Zambia;2020;Nuclear;0
Zimbabwe;2000;Nuclear;0
Zimbabwe;2001;Nuclear;0
Zimbabwe;2002;Nuclear;0
Zimbabwe;2003;Nuclear;0
Zimbabwe;2004;Nuclear;0
Zimbabwe;2005;Nuclear;0
Zimbabwe;2006;Nuclear;0
Zimbabwe;2007;Nuclear;0
Zimbabwe;2008;Nuclear;0
Zimbabwe;2009;Nuclear;0
Zimbabwe;2010;Nuclear;0
Zimbabwe;2011;Nuclear;0
Zimbabwe;2012;Nuclear;0
Zimbabwe;2013;Nuclear;0
Zimbabwe;2014;Nuclear;0
Zimbabwe;2015;Nuclear;0
Zimbabwe;2016;Nuclear;0
Zimbabwe;2017;Nuclear;0
Zimbabwe;2018;Nuclear;0
Zimbabwe;2019;Nuclear;0
Zimbabwe;2020;Nuclear;0
